time,x_ref,x_pos,y_ref,y_pos,speed,acc,phi,x_err,y_err,x_dot_err,y_dot_err
0.0,0.0,0.0,0.0,0.0,0.32404241675835843,0.8641131113556224,3.219146931221375e-14,0.0,0.0,0.9067495280943363,-1.734646777659513e-05
0.014000000000123691,0.012841740729060103,0.0,-2.41924338110959e-07,0.0,0.32943312867390795,0.8784883431304211,3.3381463250577994e-14,0.012841740729060103,-2.41924338110959e-07,0.927802453550377,-1.718512071875558e-05
0.01900000000023283,0.01749960859192249,0.0,-3.276096047804073e-07,0.0,0.3313680436411408,0.8836481163763754,3.3813074068840596e-14,0.01749960859192249,-3.276096047804073e-07,0.9353469354053363,-1.708528298469375e-05
0.056999999999789,0.05413811233777673,0.0,-9.527021048638365e-07,0.0,0.3462397592190203,0.9233060245840541,3.7392679950025323e-14,0.05413811233777673,-9.527021048638365e-07,0.9931249718890234,-1.5600439106766173e-05
0.05999999999949068,0.05712437785623646,0.0,-9.99247601391149e-07,0.0,0.3474263769860378,0.9264703386294341,3.767421223446875e-14,0.05712437785623646,-9.99247601391149e-07,0.9977195150686133,-1.542855884763869e-05
0.07700000000022555,0.07430747112982801,0.0,-1.2523338680941476e-06,0.0,0.3541849855290119,0.9444932947440318,3.930077942709819e-14,0.07430747112982801,-1.2523338680941476e-06,1.0238468088949237,-1.430348979830133e-05
0.0929999999998472,0.09088669677236,0.0,-1.4711449853225103e-06,0.0,0.36059734703704016,0.9615929254321072,4.088175860443686e-14,0.09088669677236,-1.4711449853225103e-06,1.048579373509199,-1.3009981508816063e-05
0.0929999999998472,0.09088669677236,0.0,-1.4711449853225103e-06,0.0,0.36059734703704016,0.9615929254321072,4.088175860443686e-14,0.09088669677236,-1.4711449853225103e-06,1.048579373509199,-1.3009981508816063e-05
0.14099999999962165,0.14301414047384292,0.0,-1.977920411993426e-06,0.0,0.38012949042895217,1.0136786411438725,4.6025456276336856e-14,0.14301414047384292,-1.977920411993426e-06,1.1236042407436946,-7.764396145552894e-06
0.14199999999982538,0.1441385327758957,0.0,-1.9856193539726745e-06,0.0,0.380541121865847,1.014776324975592,4.614176937099944e-14,0.1441385327758957,-1.9856193539726745e-06,1.1251804526578029,-7.633339691264056e-06
0.1610000000000582,0.1658021318520011,0.0,-2.105900966834066e-06,0.0,0.38839870332761506,1.0357298755403068,4.846356557824967e-14,0.1658021318520011,-2.105900966834066e-06,1.1552307986452257,-4.97441192092219e-06
0.18099999999958527,0.18922480848449474,0.0,-2.1745269921405585e-06,0.0,0.3967449947785189,1.057986652742717,4.9335805988897766e-14,0.18922480848449474,-2.1745269921405585e-06,1.187072766282364,-1.828943192585124e-06
0.18099999999958527,0.18922480848449474,0.0,-2.1745269921405585e-06,0.0,0.3967449947785189,1.057986652742717,4.9335805988897766e-14,0.18922480848449474,-2.1745269921405585e-06,1.187072766282364,-1.828943192585124e-06
0.19899999999961437,0.21085143407057563,0.0,-2.1796661333220575e-06,0.0,0.40432262126367935,1.078193656703145,5.127472292861125e-14,0.21085143407057563,-2.1796661333220575e-06,1.2159147124816887,1.3059179137715781e-06
0.19899999999961437,0.21085143407057563,-0.0004001352676979153,-2.1796661333220575e-06,-2.938817758745598e-06,0.40439237393846283,1.0782794264031264,2.3935835456977862e-08,0.21125156933827355,7.591516254235407e-07,1.2159522989129736,1.7485325126458468e-06
0.2569999999996071,0.2840952713088806,-0.0004001352676979153,-1.7686345235679524e-06,-2.938817758745598e-06,0.4292339676567339,1.1445236763185158,2.6581084793398115e-08,0.28449540657657857,1.1701832351776458e-06,1.3100743665395633,1.3808471249280488e-05
0.2719999999999345,0.3039304472218626,-0.0004001352676979153,-1.541355230688804e-06,-2.938817758745598e-06,0.4357639307239785,1.1619369111645015,2.7313463880909173e-08,0.30433058248956046,1.3974625280567942e-06,1.334711122659053,1.7413990337262986e-05
0.2860000000000582,0.322777478969721,-0.0004001352676979153,-1.2791402722493027e-06,-2.938817758745598e-06,0.44189748000535717,1.1782930425815112,2.801565421651886e-08,0.32317761423741886,1.6596774864962955e-06,1.3578147488118335,2.0959549871707117e-05
0.30199999999967986,0.3447139968711099,0.004911458794959939,-9.170497847368857e-07,-2.4048875756757515e-05,0.7160869874929766,1.0755669709722344,-0.002068377560648592,0.3398025380761499,2.313182597202063e-05,1.0715658066361455,-0.0016765547834556218
0.3249999999998181,0.37699400123526033,0.004911458794959939,-2.728626393633552e-07,-2.4048875756757515e-05,0.7263157564290537,1.1028436881351065,-0.0021228096508973887,0.37208254244030037,2.3776013117394158e-05,1.109949082952909,-0.0016700247432645556
0.375,0.4502337008416607,0.012042086877719876,1.678937601824826e-06,1.4048260936908052e-05,0.8062356521995899,1.13523577865487,-0.002783579095128827,0.4381916139639408,-1.2369323335083225e-05,1.1266010186580964,-0.0018467873708769387
0.3899999999994179,0.47303225207246025,0.04466460258130442,2.424476263882935e-06,0.0001883858497123556,0.9126814954575533,1.0992784866924281,-0.003268079584505113,0.4283676494911558,-0.00018596137344847267,1.0323256444545232,-0.008271171369002354
0.40499999999974534,0.4962155612275564,0.04466460258130442,3.2491926964989455e-06,0.0001883858497123556,0.9195941957415903,1.1177123541165268,-0.003304253710499118,0.45155095864625194,-0.00018513665701585665,1.0580367566375748,-0.008265792870951423
0.42299999999977445,0.5245459717390322,0.04466460258130442,4.347590228600496e-06,0.0001883858497123556,0.927946488583885,1.1399851350293126,-0.0033475722861613954,0.4798813691577277,-0.0001840382594837551,1.0890500329863753,-0.008259074726046332
