Objects
120
,,Global Angle jet2:jet2,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
100,0,0.027659,-0.019478,3.079913,484.712524,-4665.798340,171.493927
101,0,0.028617,-0.014822,3.083098,446.083313,-4663.532227,171.533493
102,0,0.029740,-0.007659,3.087256,407.447205,-4661.208984,171.506729
103,0,0.031945,-0.003647,3.091794,368.851410,-4659.111816,171.455963
104,0,0.033544,-0.003519,3.095289,330.196320,-4657.421387,171.324890
105,0,0.034111,-0.003228,3.099705,291.532867,-4655.857422,171.159286
106,0,0.034686,0.001573,3.104322,252.848709,-4654.253418,171.017288
107,0,0.035497,0.007693,3.109357,214.097473,-4652.632812,170.973312
108,0,0.037550,0.010373,3.114534,175.386307,-4651.374512,170.969650
109,0,0.034755,0.014563,3.119579,136.480515,-4650.299316,171.146179
110,0,0.032354,0.018999,3.125064,97.543602,-4649.327148,171.200592
111,0,0.031105,0.023060,3.130432,58.633156,-4648.518555,171.223770
112,0,0.029513,0.023717,3.135571,19.740982,-4648.042969,171.163864
113,0,0.026201,0.027997,3.139452,-19.246595,-4647.559082,170.900070
114,0,0.026392,0.035958,3.144912,-58.013466,-4647.055664,170.727158
115,0,0.029270,0.044081,3.150390,-96.746147,-4646.674316,170.678055
116,0,0.028917,0.052072,3.154699,-135.543503,-4646.609863,170.517303
117,0,0.028118,0.050846,3.158813,-174.447159,-4646.968262,170.464661
118,0,0.024452,0.050452,3.163666,-213.528122,-4647.596191,170.278229
119,0,0.021156,0.053670,3.168271,-252.524826,-4648.187500,170.005463
120,0,0.019441,0.054564,3.173361,-291.543152,-4649.095215,169.705780
121,0,0.018887,0.053056,3.178866,-330.498444,-4650.249512,169.272385
122,0,0.019121,0.057141,3.185277,-369.243103,-4651.317383,168.832016
123,0,0.017217,0.065166,3.190360,-408.273285,-4652.363770,168.498047
124,0,0.015439,0.070242,3.196582,-447.022614,-4653.741699,168.451660
125,0,0.015835,0.076239,3.202087,-485.869720,-4655.557129,168.232422
126,0,0.016121,0.070273,3.206617,-524.761658,-4657.474609,168.143478
127,0,0.015834,0.071444,3.211476,-563.630981,-4659.419922,167.868881
128,0,0.015433,0.076886,3.215376,-602.379211,-4661.692871,167.545059
129,0,0.018472,0.066046,3.216887,-641.212830,-4663.931152,167.295563
130,0,0.019816,0.060241,3.217116,-679.797302,-4666.279785,167.042389
131,0,0.020693,0.059792,3.215099,-718.544373,-4668.487305,166.942429
132,0,0.025129,0.055948,3.212549,-757.008789,-4670.501953,166.861862
133,0,0.030208,0.048907,3.208470,-795.409973,-4672.617676,167.001007
134,0,0.030749,0.041617,3.202894,-833.868835,-4674.564453,167.044617
135,0,0.029524,0.034178,3.195979,-872.458618,-4676.221191,167.062790
136,0,0.030586,0.028346,3.185675,-910.943970,-4677.541016,167.171295
137,0,0.028406,0.018615,3.177614,-949.290710,-4678.405762,167.456192
138,0,0.029762,0.011015,3.166062,-987.551941,-4679.165527,167.558838
139,0,0.031782,0.008751,3.154148,-1025.718994,-4679.531738,167.751678
140,0,0.034485,0.000757,3.139804,-1063.794800,-4679.106445,168.088928
141,0,0.034557,-0.012040,3.123968,-1101.812622,-4678.513672,168.562408
142,0,0.032735,-0.024873,3.108724,-1140.014771,-4677.734375,168.993439
143,0,0.032025,-0.030376,3.093167,-1177.972656,-4676.197266,169.504883
144,0,0.030692,-0.033827,3.078018,-1216.115845,-4674.167969,169.905441
145,0,0.035717,-0.029720,3.062500,-1252.514526,-4673.041016,167.618561
146,0,0.031611,-0.029735,3.045853,-1290.533691,-4670.234375,167.933777
147,0,0.026481,-0.034806,3.031064,-1328.611084,-4667.024414,168.100555
148,0,0.019906,-0.043554,3.017644,-1366.448486,-4663.258301,168.147888
149,0,0.015100,-0.044100,3.001681,-1404.520020,-4658.885254,168.400940
150,0,0.009023,-0.048007,2.988793,-1442.358398,-4653.955078,168.523483
151,0,0.004939,-0.056463,2.972447,-1480.000854,-4648.392090,168.763916
152,0,0.001955,-0.053553,2.960797,-1519.277588,-4642.788086,168.217209
153,0,-0.002747,-0.059871,2.943285,-1556.701660,-4636.169922,167.917511
154,0,-0.007198,-0.072517,2.927297,-1593.671997,-4629.050781,168.308395
155,0,-0.005756,-0.070373,2.911022,-1630.670654,-4621.614258,168.308334
156,0,-0.005817,-0.074486,2.892478,-1667.263306,-4613.699707,168.284805
157,0,-0.004794,-0.080116,2.874766,-1703.685059,-4605.248047,168.255753
158,0,-0.005464,-0.086778,2.855997,-1739.397217,-4596.095703,168.398438
159,0,-0.008174,-0.091506,2.839711,-1775.316528,-4586.369629,168.250076
160,0,-0.008097,-0.094010,2.822973,-1811.198120,-4576.075195,168.282898
161,0,-0.004094,-0.092840,2.808836,-1847.106934,-4565.363281,168.071243
162,0,-0.003421,-0.087398,2.794041,-1882.168701,-4553.898926,168.172729
163,0,-0.000430,-0.075800,2.777817,-1916.937256,-4541.850098,167.825272
164,0,-0.007225,-0.082407,2.763033,-1951.608032,-4529.429199,167.791443
165,0,-0.003311,-0.075737,2.749338,-1986.160767,-4516.256348,167.744202
166,0,-0.009623,-0.085886,2.734078,-2020.879517,-4503.010742,167.625824
167,0,-0.008819,-0.085036,2.720061,-2055.263672,-4488.963867,167.741913
168,0,-0.009510,-0.089585,2.704891,-2088.583740,-4474.185547,168.185852
169,0,-0.007587,-0.086544,2.690450,-2121.646240,-4458.803223,168.423904
170,0,-0.009120,-0.091276,2.674789,-2155.286133,-4443.461426,168.351410
171,0,-0.007804,-0.084926,2.661231,-2187.922119,-4427.086426,168.299149
172,0,-0.013675,-0.092170,2.644877,-2220.752441,-4410.717773,168.086853
173,0,-0.011365,-0.088922,2.630967,-2253.542969,-4393.714355,168.015991
174,0,-0.011127,-0.084527,2.617825,-2285.414062,-4375.851074,167.993271
175,0,-0.020769,-0.087875,2.602878,-2317.452637,-4357.968262,167.661423
176,0,-0.017236,-0.088930,2.588258,-2349.492676,-4339.437988,167.791229
177,0,-0.016597,-0.086059,2.575234,-2380.507080,-4320.190430,167.834061
178,0,-0.020584,-0.088824,2.560931,-2412.063477,-4301.041016,167.594864
179,0,-0.024965,-0.086811,2.548496,-2442.967773,-4281.206055,167.110413
180,0,-0.026697,-0.082520,2.536183,-2473.468018,-4260.790527,166.714142
181,0,-0.030712,-0.083674,2.522541,-2503.971191,-4240.145020,166.460464
182,0,-0.033391,-0.087286,2.507869,-2533.966553,-4219.185547,166.338852
183,0,-0.034332,-0.088092,2.492207,-2563.574707,-4197.625977,166.333725
184,0,-0.033839,-0.086851,2.476264,-2592.631592,-4175.567871,166.378311
185,0,-0.036781,-0.094977,2.458454,-2621.455078,-4153.369141,166.335052
186,0,-0.031347,-0.091731,2.443917,-2649.935059,-4130.592285,166.407974
187,0,-0.030311,-0.092402,2.428146,-2678.143799,-4107.493652,166.151047
188,0,-0.029946,-0.090959,2.413595,-2705.974121,-4083.935303,165.747528
189,0,-0.030809,-0.090223,2.399707,-2733.680176,-4060.066650,165.209778
190,0,-0.037160,-0.088446,2.385350,-2760.750488,-4035.720459,164.408264
191,0,-0.034577,-0.091953,2.371288,-2788.106934,-4011.072754,164.360001
192,0,-0.040065,-0.097613,2.353832,-2814.833252,-3986.059814,164.014526
193,0,-0.046158,-0.106429,2.340044,-2840.924072,-3960.444092,164.147125
194,0,-0.044322,-0.106401,2.324041,-2866.090820,-3934.425293,164.186523
195,0,-0.041510,-0.104880,2.312145,-2891.367920,-3908.073975,164.219223
196,0,-0.044400,-0.106085,2.294769,-2916.393311,-3881.639160,163.931717
197,0,-0.043161,-0.103521,2.281218,-2941.207031,-3854.552002,163.660065
198,0,-0.042987,-0.098907,2.268758,-2965.060059,-3826.939941,163.725143
199,0,-0.042927,-0.097292,2.252220,-2989.069824,-3799.340088,163.388062
200,0,-0.047059,-0.097515,2.238325,-3012.333984,-3771.184326,163.123611
201,0,-0.045252,-0.095359,2.222884,-3035.314941,-3742.684570,163.122559
202,0,-0.047952,-0.099217,2.211335,-3057.316162,-3713.762939,163.154129
203,0,-0.046020,-0.096352,2.193198,-3079.628174,-3684.839355,163.618988
204,0,-0.050819,-0.092597,2.179599,-3100.466797,-3655.472900,163.630905
205,0,-0.049441,-0.095216,2.165490,-3121.952393,-3626.023438,163.650787
206,0,-0.051362,-0.093629,2.150157,-3142.468018,-3595.881836,163.439575
207,0,-0.049511,-0.089532,2.138441,-3162.470459,-3565.251953,163.538101
208,0,-0.044379,-0.082462,2.121758,-3182.959961,-3534.759277,163.089920
209,0,-0.044315,-0.077858,2.108057,-3202.299072,-3503.650879,162.908508
210,0,-0.045191,-0.077612,2.094090,-3221.286865,-3472.530273,162.617188
211,0,-0.045212,-0.078585,2.080825,-3239.887451,-3441.126465,162.428543
212,0,-0.044472,-0.078124,2.066247,-3257.878662,-3409.373779,162.177200
213,0,-0.047270,-0.075608,2.053367,-3275.504150,-3377.372803,162.010452
214,0,-0.046206,-0.082467,2.036582,-3293.428467,-3344.982178,161.401962
215,0,-0.048532,-0.079291,2.024710,-3310.138184,-3312.339355,161.214981
216,0,-0.050292,-0.073692,2.008937,-3326.503418,-3279.096436,160.963791
217,0,-0.050352,-0.071987,1.995917,-3342.455322,-3246.140381,160.837479
218,0,-0.049804,-0.072605,1.980447,-3357.660400,-3212.998779,160.816116
219,0,-0.047807,-0.074791,1.963605,-3372.265137,-3179.762451,160.830750
220,0,-0.046076,-0.080051,1.947674,-3386.471680,-3146.508545,160.987518
221,0,-0.045370,-0.082828,1.931721,-3400.052490,-3112.894043,161.048370
222,0,-0.045547,-0.080685,1.917132,-3413.287354,-3079.031250,161.009537
223,0,-0.044374,-0.079899,1.901576,-3425.958008,-3044.696533,161.118881
224,0,-0.043579,-0.078657,1.887018,-3438.079102,-3010.248779,161.135452
225,0,-0.042963,-0.078294,1.871141,-3449.722900,-2975.696045,160.987732
226,0,-0.039573,-0.079806,1.853772,-3461.025635,-2940.921387,161.123383
227,0,-0.043731,-0.086089,1.840086,-3471.990479,-2906.361572,161.057800
228,0,-0.044144,-0.088398,1.824358,-3482.259766,-2871.455322,161.228958
229,0,-0.045205,-0.088053,1.809228,-3491.923096,-2836.433838,161.323822
230,0,-0.047619,-0.089287,1.795667,-3501.258301,-2800.853516,161.552200
231,0,-0.050967,-0.088276,1.783072,-3510.011475,-2765.216064,161.660294
232,0,-0.051462,-0.083871,1.769526,-3517.943604,-2729.357666,161.777908
233,0,-0.053256,-0.080000,1.756358,-3525.542969,-2693.426025,161.822845
234,0,-0.054389,-0.079788,1.738999,-3532.490234,-2657.507324,161.966660
235,0,-0.054827,-0.079511,1.723724,-3539.011719,-2621.618896,162.113907
236,0,-0.056569,-0.080391,1.709409,-3545.130615,-2585.636475,162.199554
237,0,-0.057129,-0.082757,1.692074,-3550.643799,-2549.575439,162.433487
238,0,-0.067126,-0.091336,1.674896,-3556.468506,-2513.369385,161.787872
239,0,-0.066202,-0.087955,1.660327,-3560.911621,-2477.191650,161.945465
240,0,-0.063334,-0.083529,1.646094,-3564.649170,-2440.799316,162.174545
241,0,-0.060325,-0.078766,1.631221,-3567.745850,-2404.384277,162.366745
242,0,-0.058371,-0.076570,1.616908,-3570.490723,-2368.057129,162.529419
243,0,-0.056815,-0.073762,1.602142,-3572.634521,-2331.709229,162.582794
244,0,-0.054312,-0.072856,1.586626,-3574.153076,-2295.455322,162.754028
245,0,-0.052533,-0.074494,1.570071,-3575.137939,-2259.187744,162.927032
246,0,-0.054376,-0.078847,1.554519,-3575.794434,-2222.917480,163.247940
247,0,-0.055907,-0.080105,1.538578,-3575.694824,-2186.617188,163.606613
248,0,-0.056099,-0.079799,1.523490,-3574.810303,-2150.317871,163.986847
249,0,-0.054679,-0.075643,1.508522,-3573.189941,-2114.015381,164.673996
250,0,-0.054645,-0.074455,1.494022,-3571.072266,-2077.699463,165.145660
251,0,-0.055486,-0.074431,1.479915,-3568.607910,-2041.522217,165.580826
252,0,-0.056076,-0.076158,1.463808,-3565.460449,-2005.536987,166.084991
253,0,-0.052315,-0.074371,1.449028,-3561.542969,-1969.700684,166.803192
254,0,-0.048768,-0.075637,1.433825,-3557.319580,-1933.691772,167.019821
255,0,-0.051682,-0.077939,1.418676,-3552.727295,-1897.823730,167.723083
256,0,-0.055556,-0.082851,1.402943,-3547.773926,-1862.030640,168.648758
257,0,-0.055514,-0.082506,1.387533,-3541.710449,-1826.355957,169.511185
258,0,-0.054322,-0.080783,1.373281,-3535.062500,-1790.824951,170.319550
259,0,-0.055347,-0.079555,1.359146,-3528.192139,-1755.259155,171.156097
260,0,-0.056003,-0.079722,1.345429,-3520.816162,-1719.785522,171.517197
261,0,-0.054335,-0.076892,1.332232,-3512.806396,-1684.371826,172.005066
262,0,-0.052975,-0.072532,1.318676,-3504.236328,-1648.942749,172.402557
263,0,-0.054272,-0.068984,1.305940,-3495.385254,-1613.648071,172.878723
264,0,-0.057571,-0.068620,1.292478,-3486.246338,-1578.334961,173.211517
265,0,-0.064594,-0.066262,1.279724,-3476.697266,-1542.904785,173.643478
266,0,-0.067586,-0.062481,1.266302,-3466.261475,-1507.802246,174.142151
267,0,-0.068258,-0.058513,1.251961,-3455.323242,-1473.039429,174.462723
268,0,-0.057948,-0.048778,1.238722,-3443.440918,-1437.703247,172.909363
269,0,-0.057371,-0.046295,1.223453,-3431.676270,-1403.378052,173.108246
270,0,-0.055314,-0.043602,1.207776,-3419.500000,-1369.110840,173.448242
271,0,-0.056470,-0.042853,1.192958,-3406.746338,-1334.986206,173.603134
272,0,-0.057985,-0.043880,1.178421,-3393.795898,-1301.195923,173.861298
273,0,-0.058790,-0.042301,1.163033,-3380.083008,-1267.443237,174.008911
274,0,-0.061967,-0.044068,1.149205,-3365.846924,-1234.105347,173.889481
275,0,-0.060817,-0.043341,1.134004,-3351.076172,-1200.928833,174.002411
276,0,-0.060361,-0.042964,1.119639,-3336.162842,-1167.861328,174.112854
277,0,-0.055560,-0.043140,1.102337,-3320.943115,-1135.141602,174.470322
278,0,-0.056680,-0.044051,1.087057,-3305.013916,-1102.524902,174.394440
279,0,-0.056048,-0.044717,1.072047,-3288.457764,-1070.147949,174.427383
280,0,-0.058703,-0.044660,1.058018,-3271.427002,-1037.989990,174.380310
281,0,-0.062527,-0.044511,1.044096,-3254.031006,-1005.909302,174.365631
282,0,-0.060473,-0.042249,1.028576,-3236.078857,-974.526733,174.892105
283,0,-0.059847,-0.040285,1.013881,-3216.009766,-943.064697,175.783096
284,0,-0.075977,-0.042550,1.003336,-3197.307617,-912.220032,176.155334
285,0,-0.076761,-0.042312,0.987859,-3178.041748,-881.416992,176.122025
286,0,-0.071706,-0.046912,0.972640,-3158.391602,-850.932983,177.213898
287,0,-0.074430,-0.049178,0.957371,-3138.476562,-820.886780,177.264114
288,0,-0.073662,-0.048109,0.941591,-3117.518311,-791.047119,177.418564
289,0,-0.078523,-0.049985,0.927236,-3096.825928,-761.370667,177.352448
290,0,-0.080083,-0.048816,0.911903,-3075.063965,-731.953857,177.418594
291,0,-0.079364,-0.048317,0.896085,-3052.982422,-703.181702,177.207428
292,0,-0.076910,-0.046151,0.881323,-3030.429443,-674.727356,177.117981
293,0,-0.078027,-0.045803,0.866778,-3007.715820,-646.423401,176.949936
294,0,-0.080937,-0.045012,0.852738,-2984.217285,-618.345337,177.139465
295,0,-0.082572,-0.044625,0.837586,-2960.619873,-590.727356,177.111679
296,0,-0.082392,-0.045101,0.822508,-2936.521240,-563.624817,177.125626
297,0,-0.080732,-0.044137,0.807188,-2911.835205,-537.006226,177.202087
298,0,-0.080662,-0.043520,0.793132,-2886.777832,-510.475586,177.163696
299,0,-0.079323,-0.041822,0.777232,-2861.292480,-484.607971,177.246994
300,0,-0.079760,-0.044085,0.761252,-2835.562256,-459.100494,177.085068
301,0,-0.079447,-0.043909,0.747113,-2809.534668,-433.775177,177.121979
302,0,-0.080569,-0.043919,0.731017,-2783.208252,-408.732483,177.008408
303,0,-0.084202,-0.044936,0.715302,-2756.223389,-384.488159,177.274338
304,0,-0.083339,-0.044707,0.701053,-2728.906250,-360.640564,177.439529
305,0,-0.081100,-0.042864,0.686466,-2701.146484,-337.256653,177.441742
306,0,-0.080386,-0.040467,0.672847,-2672.984863,-314.048126,177.496811
307,0,-0.081067,-0.037611,0.660124,-2644.442139,-291.207489,177.310776
308,0,-0.078257,-0.034118,0.646504,-2615.446289,-268.873749,177.237106
309,0,-0.076090,-0.032317,0.632680,-2586.287842,-246.981445,177.190826
310,0,-0.077511,-0.032690,0.618155,-2557.075928,-225.293900,177.120514
311,0,-0.078884,-0.034523,0.603191,-2527.625000,-203.922333,177.312317
312,0,-0.078507,-0.034316,0.588298,-2497.638184,-183.200638,177.464523
313,0,-0.079121,-0.032770,0.574429,-2467.349854,-162.967880,177.469574
314,0,-0.078040,-0.030922,0.560431,-2436.579346,-143.164825,177.517685
315,0,-0.078085,-0.029526,0.546264,-2405.636963,-123.571365,177.507324
316,0,-0.077081,-0.028134,0.531514,-2374.390381,-104.538605,177.401627
317,0,-0.075763,-0.027830,0.517770,-2342.933105,-85.926270,177.241165
318,0,-0.074276,-0.027422,0.503576,-2311.205811,-67.670738,177.026154
319,0,-0.074704,-0.026407,0.489820,-2279.300049,-49.683296,176.758606
320,0,-0.076431,-0.026641,0.475452,-2247.106689,-32.194599,176.662720
321,0,-0.077308,-0.026363,0.460556,-2214.591309,-15.236715,176.672882
322,0,-0.076919,-0.025975,0.445986,-2181.675293,0.957932,176.877350
323,0,-0.075471,-0.025112,0.431667,-2148.484863,16.536615,177.017746
324,0,-0.074981,-0.021844,0.416639,-2115.612305,31.540144,177.224747
325,0,-0.074251,-0.021178,0.401199,-2081.958984,46.172825,177.199677
326,0,-0.073366,-0.021712,0.386612,-2048.465576,60.472244,177.227325
327,0,-0.074754,-0.022206,0.372930,-2014.594604,74.598495,177.219162
328,0,-0.077081,-0.020552,0.356558,-1980.283081,87.989006,176.873749
329,0,-0.076267,-0.019171,0.343611,-1945.937866,101.180275,176.694351
330,0,-0.078158,-0.016323,0.334097,-1910.903931,113.860626,176.243774
331,0,-0.071305,-0.013201,0.321586,-1874.984619,126.508743,173.863327
332,0,-0.068181,-0.006501,0.308895,-1839.756470,138.163467,174.017136
333,0,-0.068520,-0.005577,0.295271,-1804.542480,149.493652,173.882843
334,0,-0.067903,-0.006367,0.283081,-1769.280762,160.190552,173.834595
335,0,-0.065827,-0.008638,0.268954,-1734.050537,170.462646,173.599442
336,0,-0.068384,-0.009041,0.255005,-1698.407227,180.775040,173.587204
337,0,-0.071126,-0.009266,0.241979,-1662.591431,190.447311,173.619476
338,0,-0.070446,-0.009576,0.228685,-1626.747559,199.347916,173.467682
339,0,-0.070296,-0.009564,0.214641,-1590.707275,208.010880,173.344559
340,0,-0.071537,-0.008020,0.202205,-1554.326050,216.265930,173.155365
341,0,-0.065483,-0.007426,0.188399,-1518.109619,223.991470,173.360016
342,0,-0.064344,-0.008092,0.175354,-1481.641113,231.239029,173.167953
343,0,-0.059233,-0.010403,0.162440,-1445.340698,238.028000,172.796539
344,0,-0.059125,-0.011730,0.149500,-1408.671021,244.431061,172.685760
345,0,-0.059049,-0.012778,0.136743,-1371.952881,250.366592,172.622482
346,0,-0.058531,-0.012929,0.124819,-1335.027710,255.749344,172.632370
347,0,-0.056716,-0.011442,0.113718,-1297.846802,260.717773,172.585876
348,0,-0.056158,-0.007780,0.103538,-1260.406372,265.383087,172.322433
349,0,-0.053920,-0.006405,0.092440,-1223.058594,269.590210,172.105713
350,0,-0.052920,-0.006665,0.081424,-1185.727905,273.421234,171.934158
351,0,-0.052238,-0.007284,0.070756,-1148.404419,276.930603,171.742172
352,0,-0.052476,-0.008166,0.061119,-1111.027588,280.101440,171.631714
353,0,-0.051888,-0.008466,0.050773,-1073.508667,282.823303,171.604950
354,0,-0.051314,-0.009081,0.040707,-1036.003174,285.083099,171.714996
355,0,-0.052113,-0.010892,0.031140,-998.545288,286.831879,171.526718
356,0,-0.050194,-0.011851,0.022311,-960.836548,288.296509,171.653900
357,0,-0.049233,-0.013670,0.014573,-923.148254,289.655243,171.794342
