Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
328,0,0.074162,-0.014754,-0.170014,1535.116089,640.655029,611.053955
329,0,0.072086,-0.014694,-0.173899,1546.165649,639.764893,611.475586
330,0,0.073537,-0.015508,-0.178407,1557.315308,639.127319,611.736511
331,0,0.067502,-0.015408,-0.181674,1568.410889,637.922302,612.068481
332,0,0.062793,-0.014703,-0.18421,1579.349609,636.822144,612.582397
333,0,0.058628,-0.013735,-0.187186,1590.328613,635.750671,613.407959
334,0,0.052872,-0.013821,-0.190161,1601.297852,634.502136,614.034119
335,0,0.046988,-0.013636,-0.191347,1611.953003,633.198608,614.729065
336,0,0.041204,-0.013123,-0.192161,1622.619019,632.008423,615.53772
337,0,0.036811,-0.012199,-0.194194,1633.411133,630.624695,616.484192
338,0,0.039342,-0.01216,-0.198033,1644.068848,629.298035,617.434082
339,0,0.036555,-0.012899,-0.200047,1654.697754,627.724487,618.204468
340,0,0.035638,-0.012795,-0.203003,1665.390747,626.132507,619.063232
341,0,0.034754,-0.012596,-0.20568,1676.068481,624.559937,619.906433
342,0,0.036108,-0.011463,-0.209344,1686.851196,623.009888,620.887695
343,0,0.034071,-0.012115,-0.212018,1697.547119,621.193909,621.516357
344,0,0.034495,-0.011235,-0.215028,1708.299438,619.498596,622.247375
345,0,0.037352,-0.009958,-0.218468,1719.192261,617.899902,623.09021
346,0,0.037012,-0.009612,-0.220641,1729.991455,616.056274,623.600159
347,0,0.037882,-0.008937,-0.22318,1740.916382,614.351074,624.339417
348,0,0.037485,-0.007303,-0.226181,1751.626587,612.729614,625.074829
349,0,0.040081,-0.007481,-0.227617,1762.796387,610.87793,625.661316
350,0,0.039742,-0.006348,-0.229089,1773.752075,609.188232,626.328735
351,0,0.041876,-0.005554,-0.231277,1784.764648,607.527344,627.050842
352,0,0.038712,-0.004684,-0.233245,1795.549561,606.142151,627.751648
353,0,0.042284,-0.004404,-0.234942,1806.623413,604.230957,628.262817
354,0,0.041317,-0.004197,-0.235658,1817.520996,602.637939,628.98761
355,0,0.040481,-0.003976,-0.236861,1828.682373,601.005859,629.731567
356,0,0.039236,-0.003985,-0.237173,1839.564819,599.435181,630.439575
357,0,0.038141,-0.004591,-0.237815,1850.390869,597.872681,631.139771
358,0,0.036006,-0.005476,-0.237975,1861.261719,596.24646,631.812988
359,0,0.035656,-0.00606,-0.238838,1872.13623,594.743835,632.569641
360,0,0.034057,-0.007404,-0.239107,1882.948486,593.09259,633.067322
361,0,0.035873,-0.012543,-0.24306,1894.335693,591.887939,633.115662
362,0,0.034183,-0.01402,-0.243003,1905.244385,590.164124,633.484375
363,0,0.033884,-0.016686,-0.243735,1916.200684,588.533813,633.842102
364,0,0.030648,-0.019938,-0.244218,1927.278687,586.758484,634.168579
365,0,0.02944,-0.021622,-0.242921,1937.946167,585.121033,634.578979
366,0,0.028074,-0.02267,-0.24366,1949.026489,583.397461,634.73822
367,0,0.026366,-0.023373,-0.243559,1960.093994,581.624878,634.952332
368,0,0.023299,-0.024059,-0.243937,1971.208496,579.906494,635.123169
369,0,0.021427,-0.024577,-0.244549,1982.379883,578.189453,635.335144
370,0,0.017686,-0.024184,-0.244274,1993.548096,576.397034,635.608948
371,0,0.014892,-0.024334,-0.244848,2004.836548,574.583679,635.883179
372,0,0.010702,-0.023966,-0.245291,2016.162354,572.70282,636.138367
373,0,0.008337,-0.024231,-0.248734,2028.035889,570.938477,636.355835
374,0,0.004349,-0.023776,-0.25045,2039.568237,569.031372,636.634705
375,0,-0.004537,-0.023707,-0.248967,2050.730713,566.762085,636.571533
376,0,-0.007445,-0.02366,-0.250936,2062.372803,564.743896,636.833618
377,0,-0.006327,-0.020694,-0.252323,2073.673828,562.113708,637.104431
378,0,-0.00709,-0.020316,-0.254272,2085.283691,559.761719,637.430054
379,0,-0.006698,-0.019566,-0.256172,2096.894043,557.392212,637.815308
380,0,-0.005587,-0.019147,-0.25827,2108.543701,555.00238,638.174866
381,0,-0.004759,-0.018797,-0.261038,2120.287109,552.544189,638.49115
382,0,0.006771,-0.010863,-0.269346,2132.544678,549.82666,638.487732
383,0,0.002332,-0.010213,-0.27106,2144.08252,547.367004,638.370239
384,0,0.003564,-0.010433,-0.274809,2155.82373,544.94873,638.865356
385,0,0.003999,-0.010539,-0.278554,2167.532715,542.624878,639.39209
