Objects
120
,,Global Angle jet2:jet2,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1,0,0.031537,-0.113109,3.469625,1249.769531,-4494.701660,174.728470
2,0,0.031931,-0.113049,3.455564,1215.913330,-4506.291016,174.770172
3,0,0.030988,-0.116755,3.444076,1181.997192,-4517.485840,174.845642
4,0,0.034459,-0.111233,3.431482,1147.734009,-4528.427246,174.833023
5,0,0.034606,-0.108318,3.419241,1113.422363,-4538.666016,174.620865
6,0,0.034435,-0.105239,3.407699,1079.019043,-4548.312500,174.465973
7,0,0.032680,-0.103231,3.395109,1044.372803,-4557.960449,174.118454
8,0,0.029550,-0.104373,3.383487,1009.492737,-4567.151367,173.923157
9,0,0.026364,-0.104069,3.371992,974.450867,-4575.716309,173.843887
10,0,0.028580,-0.107429,3.360130,939.201538,-4583.860352,173.752518
11,0,0.028915,-0.109491,3.346630,904.122437,-4591.663574,173.796051
12,0,0.028243,-0.109172,3.334350,869.064575,-4598.935547,173.827194
13,0,0.031350,-0.113431,3.319077,833.467896,-4605.396484,173.939331
14,0,0.028573,-0.109824,3.307572,798.044861,-4611.884766,173.863800
15,0,0.025240,-0.107628,3.295729,762.530823,-4618.018555,173.663757
16,0,0.019097,-0.104421,3.284019,727.109985,-4623.792969,173.292084
17,0,0.017854,-0.104967,3.271690,691.393982,-4629.115723,173.121445
18,0,0.017414,-0.105308,3.259506,655.663269,-4633.861328,172.990555
19,0,0.016879,-0.106135,3.245944,619.876709,-4638.434082,173.179092
20,0,0.019652,-0.108371,3.231993,584.057983,-4642.425781,173.153152
21,0,0.023008,-0.106553,3.219082,548.440002,-4645.583496,173.189743
22,0,0.024630,-0.100580,3.206668,512.623962,-4648.215332,173.253784
23,0,0.024165,-0.098885,3.194763,476.684174,-4650.604492,173.271606
24,0,0.022719,-0.099679,3.183314,440.628052,-4652.713379,173.181824
25,0,0.021811,-0.098461,3.171023,404.600250,-4654.314941,173.102768
26,0,0.021346,-0.098676,3.158767,368.457275,-4655.397949,173.119049
27,0,0.021815,-0.100811,3.147048,332.415588,-4656.100098,173.180847
28,0,0.023633,-0.106401,3.134971,296.412262,-4656.663086,173.312073
29,0,0.025205,-0.107589,3.121998,260.442322,-4656.544922,173.334488
30,0,0.024290,-0.104522,3.109837,224.426987,-4655.754883,173.478470
31,0,0.022631,-0.099894,3.097985,188.332535,-4654.489258,173.527328
32,0,0.018558,-0.099921,3.086682,152.123123,-4653.015137,173.515305
33,0,0.014110,-0.102150,3.074585,115.913239,-4651.276367,173.481018
34,0,0.011694,-0.101023,3.062238,79.780624,-4648.839844,173.501404
35,0,0.009642,-0.100222,3.049986,43.737457,-4645.848633,173.658325
36,0,0.008063,-0.098892,3.037101,7.736878,-4642.523438,173.656219
