Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
1,0,-0.004981,0.006806,0.012001,-127.101776,-4.775282,163.797867
2,0,-0.004761,0.006725,0.011987,-127.17672,-4.764969,163.808884
3,0,-0.004703,0.006576,0.012051,-127.22319,-4.776023,163.78537
4,0,-0.004601,0.006419,0.012022,-127.249405,-4.786017,163.772339
5,0,-0.004616,0.006269,0.012029,-127.284943,-4.761987,163.752151
6,0,-0.004602,0.00622,0.012021,-127.318459,-4.756815,163.733078
7,0,-0.004549,0.006029,0.012015,-127.363579,-4.76087,163.709656
8,0,-0.004553,0.005926,0.012045,-127.380714,-4.755011,163.685593
9,0,-0.004527,0.005873,0.012083,-127.401573,-4.760629,163.675079
10,0,-0.005403,0.004129,0.011849,-127.18502,-4.800063,163.74527
11,0,-0.005368,0.004092,0.011841,-127.142548,-4.805069,163.722321
12,0,-0.005405,0.003984,0.011896,-127.129005,-4.796681,163.690948
13,0,-0.005126,0.003148,0.011906,-127.050964,-4.823123,163.606613
14,0,-0.005464,0.003794,0.01181,-127.069298,-4.788842,163.688599
15,0,-0.005163,0.002728,0.011852,-127.009407,-4.81745,163.550903
16,0,-0.005322,0.003526,0.011805,-127.029999,-4.810837,163.641937
17,0,-0.005316,0.003491,0.011749,-127.02401,-4.801836,163.643738
18,0,-0.0054,0.003453,0.011741,-127.001152,-4.785204,163.620575
19,0,-0.005314,0.00347,0.01177,-126.980316,-4.775352,163.615021
20,0,-0.005298,0.003286,0.011742,-126.934914,-4.778846,163.595474
21,0,-0.005265,0.003284,0.011205,-126.821579,-4.724468,163.591248
22,0,-0.005291,0.00325,0.011175,-126.788689,-4.720198,163.583252
23,0,-0.005239,0.00319,0.011165,-126.766144,-4.705525,163.584198
24,0,-0.005223,0.003164,0.011097,-126.753822,-4.703972,163.566971
25,0,-0.005341,0.003175,0.011168,-126.757309,-4.693335,163.543411
26,0,-0.005262,0.003166,0.011151,-126.737297,-4.693428,163.558014
27,0,-0.005374,0.003192,0.011153,-126.719894,-4.728496,163.567093
28,0,-0.005205,0.003173,0.011153,-126.695808,-4.728132,163.575226
29,0,-0.005204,0.003183,0.01113,-126.694977,-4.709962,163.574158
30,0,-0.005325,0.003213,0.011135,-126.722679,-4.708283,163.575302
31,0,-0.005294,0.002705,0.011332,-126.695412,-4.740938,163.498871
32,0,-0.00533,0.002735,0.011361,-126.729149,-4.726373,163.498276
33,0,-0.005338,0.002774,0.011294,-126.740631,-4.71765,163.499741
34,0,-0.005291,0.00283,0.011352,-126.753746,-4.70712,163.509506
35,0,-0.005188,0.002829,0.011284,-126.752213,-4.712276,163.506409
36,0,-0.005167,0.003418,0.011096,-126.862679,-4.686641,163.576385
37,0,-0.005336,0.003357,0.01167,-126.972885,-4.74763,163.542267
38,0,-0.00528,0.003377,0.011678,-127.012474,-4.743203,163.542923
