x,y,x_vel,y_vel
8.150054992102296,-9.484043953098735e-09,5.6537990247661445e-06,-3.632813394410672e-07
8.150055100969933,-9.55489929001017e-09,5.6453563314985605e-06,-3.6318601939573006e-07
8.150055209665972,-9.625761768651949e-09,5.636924401538123e-06,-3.630907912169083e-07
8.150055318190642,-9.696631405489332e-09,5.628503652761475e-06,-3.6299569536476347e-07
8.150055426544162,-9.767508201152723e-09,5.620094466604237e-06,-3.6290070109427927e-07
8.150055534726762,-9.8383920772668e-09,5.611696169003386e-06,-3.628057557783708e-07
8.15005564273867,-9.909283029789097e-09,5.6033087912119925e-06,-3.6271093774124113e-07
8.150055750580103,-9.98018109410124e-09,5.594932846727975e-06,-3.62616247495854e-07
8.15005585825129,-1.0051086218647297e-08,5.5865677420392465e-06,-3.625216420751566e-07
8.15005596575246,-1.0121998379018745e-08,5.578213511914333e-06,-3.624271306486859e-07
8.15056124306243,3.6657118499647105e-05,0.12751521702718313,0.0016617216194538507
8.157471675448965,6.293929761690305e-05,0.5390544952842271,-0.0047062967739217865
8.173194814958249,-0.0002837555076058793,0.9171484640521355,-0.018636417815173986
8.191956845359169,-0.0006965022346553306,0.9488912738930738,-0.02140749967387804
8.211103802829598,-0.0011315805001056271,0.9606265346771986,-0.02193775444592086
8.230305677034822,-0.001612347160553869,0.9556821314114607,-0.024713854679913664
8.249416485396036,-0.0020787331088247063,0.9570102546820094,-0.023669395669784394
8.268599283577647,-0.0025618926514026337,0.9582591731992814,-0.024208705294315833
8.2877602929912,-0.0030636329332358863,0.9579345937679019,-0.027240047910429686
8.306975402224118,-0.0035883998690711526,0.9856305852747183,-0.021333630204262637
8.33308067008979,-0.004372620563146384,1.621507634856752,-0.04937570947124733
8.36885906484179,-0.005518115089052379,1.8233670896085918,-0.061170994150052754
8.405523437528315,-0.006735757428049723,1.8393132071912455,-0.06171803606675101
8.442739914774108,-0.007965132255003672,1.8753709247033683,-0.06176247853666262
8.481046570197659,-0.009231874331896135,2.084334087288212,-0.06872220191500336
